1514169537,13594669.89,4509720.47,0
1514169550,13594669.27,4509720.274,0
1514169565,13594668.49,4509720.283,0
1514169580,13594668.64,4509720.746,0
1514169594,13594667.42,4509719.348,0
1514169608,13594667.82,4509719.948,0
1514169620,13594668.32,4509720.706,0
1514169635,13594669.28,4509720.701,0
1514169646,13594669.95,4509720.849,0
1514169660,13594670.54,4509720.939,0
1514169671,13594671.44,4509721.092,0
1514169685,13594667.83,4509720.918,0
1514169696,13594668.65,4509720.856,0
1514169711,13594669.68,4509721,0
1514169725,13594670.35,4509721.082,0
1514169739,13594671.24,4509721.364,0
1514169754,13594671.97,4509721.322,0
1514169767,13594669.95,4509722.745,0
1514169778,13594671.66,4509722.564,0
1514169790,13594672.71,4509722.841,0
1514169805,13594670.43,4509719.93,0
1514169819,13594670.15,4509720.875,0
1514169830,13594670.32,4509721.41,0
1514169845,13594669.73,4509721.511,0
1514169856,13594670.61,4509721.974,0
1514169869,13594671.34,4509721.855,0
1514169879,13594672.09,4509721.982,0
1514169892,13594670.04,4509723.366,0
1514169902,13594670.87,4509723.31,0
1514169912,13594671.64,4509723.395,0
1514169922,13594667.5,4509720.233,0
1514169936,13594668.32,4509720.215,0
1514169951,13594669.06,4509720.403,0
1514169962,13594670.02,4509720.529,0
1514169975,13594670.73,4509720.508,0
1514169987,13594671.36,4509720.583,0
1514170000,13594672.35,4509720.826,0
1514170015,13594670.24,4509721.943,0
1514170025,13594671.03,4509721.932,0
1514170038,13594670.21,4509722.181,0
1514170048,13594671.37,4509722.306,0
1514170063,13594669.25,4509721.01,0
1514170077,13594669.91,4509721.08,0
1514170088,13594670.65,4509721.16,0
1514170099,13594671.55,4509721.375,0
1514170109,13594669.76,4509722.518,0
1514170121,13594668,4509716.447,0
1514170131,13594668.18,4509715.003,0
1514170144,13594668.18,4509713.892,0
1514170157,13594668.13,4509712.447,1
1514170171,13594668.29,4509711.314,1
1514170183,13594669.1,4509710.542,1
1514170194,13594669.07,4509709.273,1
1514170208,13594670.85,4509709.54,1
1514170222,13594667.95,4509709.828,1
1514170236,13594668.35,4509708.185,1
1514170250,13594670.4,4509708.896,1
1514170263,13594671.69,4509708.057,1
1514170274,13594669.55,4509708.785,1
1514170288,13594668.64,4509708.909,1
1514170299,13594669.07,4509709.321,1
1514170311,13594668.3,4509709.258,1
1514170324,13594670.23,4509709.05,1
1514170337,13594669.4,4509708.939,1
1514170348,13594672.08,4509707.62,1
1514170358,13594671.2,4509707.653,1
1514170368,13594670.41,4509707.508,1
1514170381,13594669.64,4509707.495,1
1514170396,13594668.72,4509707.436,1
1514170410,13594669.35,4509708.049,1
1514170424,13594668.37,4509707.963,1
1514170437,13594668.81,4509707.959,1
1514170452,13594671.69,4509708.678,1
1514170465,13594671.65,4509707.417,1
1514170477,13594671.51,4509709.964,1
1514170489,13594669.29,4509710.802,1
1514170501,13594669.2,4509707.419,1
1514170513,13594670.97,4509708.781,1
1514170528,13594671.94,4509708.608,1
1514170543,13594670.46,4509708.833,1
1514170554,13594671.98,4509709.103,1
1514170568,13594670.28,4509708.542,1
1514170579,13594669.59,4509707.384,1
1514170592,13594670.8,4509707.664,1
1514170602,13594669.55,4509710.48,1
1514170615,13594668.64,4509708.909,1
1514170629,13594670.94,4509708.575,1
1514170643,13594668.62,4509708.385,1
1514170653,13594671.26,4509710.161,1
1514170663,13594667.92,4509709.859,1
1514170678,13594670.98,4509710.306,1
1514170690,13594669.97,4509710.89,1
1514170705,13594669.83,4509708.212,1
1514170718,13594669.94,4509708.903,1
1514170729,13594669.35,4509708.049,1
1514170739,13594669.61,4509707.792,4
1514170751,13594670.4,4509707.982,4
1514170763,13594671.2,4509707.812,4
1514170774,13594672.13,4509708.036,4
1514170788,13594669.5,4509708.627,4
1514170799,13594669.99,4509709.32,4
1514170810,13594670.62,4509709.381,4
1514170824,13594668.69,4509709.644,4
1514170834,13594668.64,4509708.909,4
1514170846,13594669.32,4509709.137,4
1514170856,13594670.15,4509709.216,4
1514170868,13594671.02,4509709.301,4
1514170879,13594671.82,4509709.181,4
1514170889,13594669.27,4509710.206,4
1514170900,13594672.03,4509709.663,4
1514170911,13594671.08,4509709.688,4
1514170924,13594668.69,4509704.937,4
1514170938,13594669.06,4509703.476,4
1514170953,13594668.97,4509702.445,4
1514170967,13594668.58,4509701.101,4
1514170977,13594668.15,4509706.115,4
1514170992,13594667.8,4509707.067,4
1514171006,13594667.65,4509708.136,4
1514171017,13594667.8,4509710.562,4
1514171029,13594667.67,4509711.88,4
1514171044,13594667.65,4509712.526,4
1514171058,13594667.61,4509713.517,4
1514171072,13594667.45,4509714.701,4
1514171085,13594667.56,4509715.736,4
1514171095,13594667.54,4509717.184,4
1514171106,13594668.44,4509717.182,4
1514171121,13594667.9,4509718.445,4
1514171133,13594668.92,4509718,4
1514171148,13594669.03,4509723.7,2
1514171163,13594668.24,4509723.498,2
1514171177,13594668.26,4509723.042,2
1514171187,13594669.38,4509722.832,2
1514171202,13594668.88,4509722.92,2
1514171212,13594668.71,4509722.132,2
1514171222,13594668.86,4509723.935,2
1514171236,13594667.13,4509722.143,2
1514171249,13594668.87,4509723.412,2
1514171262,13594668.15,4509723.245,2
1514171272,13594669.42,4509723.086,2
1514171286,13594668.63,4509722.853,2
1514171301,13594668.63,4509722.39,2
1514171313,13594667.62,4509722.288,2
1514171323,13594667,4509722.226,2
1514171334,13594669.45,4509722.253,2
1514171345,13594668.63,4509721.99,2
1514171356,13594668.56,4509721.717,2
1514171367,13594669.8,4509721.204,2
1514171380,13594668.8,4509721.264,2
1514171395,13594668.23,4509721.193,2
1514171408,13594668.29,4509720.877,2
1514171423,13594668.87,4509722.4,2
1514171435,13594668.27,4509722.381,2
1514171449,13594668.13,4509722.015,2
1514171463,13594669.57,4509721.372,2
1514171477,13594668.63,4509721.618,2
1514171489,13594668.27,4509722.381,2
1514171504,13594668.59,4509723.282,2
1514171516,13594668.59,4509723.851,2
1514171527,13594668.52,4509724.724,2
1514171537,13594668.56,4509723.343,2
1514171549,13594668.53,4509724.159,2
1514171559,13594668.52,4509721.76,2
1514171570,13594668.43,4509722.468,2
1514171581,13594668.41,4509723.357,2
1514171591,13594668.6,4509724.158,2
1514171603,13594668.54,4509722.578,2
1514171617,13594667.72,4509722.962,2
1514171630,13594668.43,4509723.766,2
1514171645,13594668.5,4509723.332,2
1514171657,13594668.69,4509722.995,2
1514171670,13594669.87,4509722.757,2
1514171681,13594669.17,4509722.82,2
1514171691,13594669.14,4509723.82,2
1514171702,13594668.3,4509723.725,2
1514171714,13594668.61,4509723.174,2
1514171727,13594666.29,4509725.462,2
1514171737,13594666.46,4509727.193,2
1514171748,13594666.46,4509727.193,2
1514171762,13594667.77,4509726.143,2
1514171774,13594667.55,4509727.554,2
1514171787,13594667.55,4509729.433,2
1514171800,13594666.44,4509730.868,2
1514171814,13594665.56,4509730.092,2
1514171828,13594668.36,4509728.05,2
1514171839,13594664.32,4509730.687,3
1514171849,13594662.84,4509731.507,3
1514171863,13594662.61,4509730.297,3
1514171876,13594661.16,4509730.959,3
1514171889,13594661.55,4509731.892,3
1514171903,13594661.74,4509730.115,3
1514171916,13594659.47,4509730.958,3
1514171929,13594657.07,4509730.903,3
1514171944,13594656.15,4509730.955,3
1514171957,13594657.91,4509731.056,3
1514171968,13594657.07,4509730.903,3
1514171982,13594656.43,4509730.7,3
1514171994,13594658.53,4509730.44,3
1514172004,13594657.69,4509730.365,3
1514172016,13594657.06,4509730.265,3
1514172030,13594658.25,4509731.812,3
1514172043,13594657.54,4509731.591,3
1514172055,13594656.89,4509731.574,3
1514172067,13594657.22,4509730.39,3
1514172078,13594657.23,4509729.726,3
1514172090,13594656.53,4509731.431,3
1514172102,13594658.99,4509731.758,3
1514172112,13594658.86,4509731.096,3
1514172126,13594658.94,4509729.91,3
1514172137,13594658.65,4509728.963,3
1514172151,13594658.07,4509731.703,3
1514172165,13594657.92,4509730.706,3
1514172175,13594658.56,4509730.44,3
1514172185,13594658.15,4509731.269,3
1514172195,13594659.01,4509729.624,3
1514172206,13594657.85,4509731.987,3
1514172221,13594657.49,4509729.438,3
1514172232,13594656.65,4509729.438,3
1514172243,13594659.01,4509731.679,3
1514172254,13594658.42,4509731.654,3
1514172264,13594658.86,4509730.632,3
1514172278,13594658.07,4509730.558,3
1514172291,13594657.01,4509730.482,3
1514172301,13594658.4,4509731.581,3
1514172314,13594659.72,4509730.909,3
1514172324,13594657.28,4509730.521,3
1514172336,13594656.94,4509729.911,3
1514172350,13594656.8,4509731.628,3
1514172362,13594658.2,4509730.073,3
1514172377,13594657.62,4509730.036,3
1514172389,13594657.44,4509731.431,3
1514172404,13594659.35,4509731.143,3
1514172416,13594658.39,4509730.953,3
1514172429,13594657.82,4509731.195,3
1514172440,13594657,4509730.937,3
1514172454,13594656.13,4509730.901,3
1514172464,13594657.39,4509732.657,3
1514172476,13594656.55,4509732.559,3
1514172487,13594657.71,4509729.508,3
1514172499,13594657.23,4509731.168,3
1514172509,13594658.1,4509732.134,3
1514172524,13594658.07,4509731.298,3
1514172538,13594658.73,4509730.999,3
1514172553,13594658.4,4509730.772,3
1514172567,13594656.78,4509730.269,3
1514172580,13594657.14,4509731.972,3
1514172590,13594656,4509731.583,3
1514172601,13594657.41,4509729.423,3
1514172614,13594657.82,4509730.478,3
1514172625,13594657.47,4509731.788,3
1514172640,13594657.49,4509730.648,3
1514172653,13594658.96,4509731.949,3
1514172663,13594658.86,4509730.738,3
