1514168740.0,13594666.37,4509729.442
1514168767.0,13594666.44,4509728.709
1514168779.0,13594666.23,4509727.693
1514168792.0,13594666.46,4509727.193
1514168804.0,13594666.7,4509726.28
1514168817.0,13594667.41,4509725.14
1514168831.0,13594666.8,4509724.362
1514168846.0,13594666.77,4509723.679
1514168861.0,13594666.95,4509722.9569999995
1514168876.0,13594667.03,4509721.937
1514168890.0,13594666.63,4509721.3319999995
1514168901.0,13594667.09,4509720.432
1514168911.0,13594669.03,4509720.882
1514168922.0,13594668.81,4509720.257
1514168933.0,13594668.99,4509718.973999999
1514168943.0,13594670.07,4509718.573
1514168954.0,13594669.22,4509724.205
1514168967.0,13594672.07,4509722.1219999995
1514168979.0,13594672.08,4509721.024
1514168990.0,13594671.86,4509720.373
1514169001.0,13594671.8,4509719.58
1514169015.0,13594669.85,4509720.347
1514169026.0,13594671.75,4509719.859
1514169037.0,13594670.88,4509719.855
1514169049.0,13594670.11,4509719.981000001
1514169064.0,13594669.46,4509719.725
1514169075.0,13594668.56,4509719.686000001
1514169088.0,13594667.51,4509719.305
1514169100.0,13594671.41,4509719.412
1514169110.0,13594670.48,4509719.545
1514169124.0,13594670.29,4509721.6280000005
1514169137.0,13594669.41,4509721.625
1514169148.0,13594671.74,4509722.62
1514169162.0,13594670.9,4509722.597
1514169174.0,13594670.33,4509722.5030000005
1514169188.0,13594672.19,4509721.313
1514169201.0,13594671.42,4509721.239
1514169212.0,13594670.61,4509721.2069999995
1514169222.0,13594669.64,4509721.058999999
1514169232.0,13594668.76,4509721.1219999995
1514169244.0,13594667.95,4509721.037
1514169259.0,13594669.41,4509721.625
1514169274.0,13594670.98,4509723.956
1514169284.0,13594670.5,4509723.926
1514169298.0,13594669.4,4509723.666
1514169311.0,13594670.17,4509722.342
1514169324.0,13594669.56,4509720.49
1514169335.0,13594669.44,4509719.727
1514169350.0,13594671.98,4509722.65
1514169363.0,13594671.9,4509721.782
1514169375.0,13594672.09,4509722.005
1514169388.0,13594671.67,4509722.098999999
1514169402.0,13594671.0,4509722.047
1514169413.0,13594670.08,4509721.962
1514169427.0,13594672.04,4509720.61
1514169441.0,13594670.91,4509720.839
1514169455.0,13594670.28,4509720.504
1514169468.0,13594669.44,4509720.22
1514169481.0,13594668.65,4509720.856000001
1514169496.0,13594667.69,4509720.169
1514169511.0,13594671.45,4509720.573
1514169522.0,13594670.8,4509720.661
1514169537.0,13594669.89,4509720.47
1514169550.0,13594669.27,4509720.274
1514169565.0,13594668.49,4509720.283
1514169580.0,13594668.64,4509720.746
1514169594.0,13594667.42,4509719.348
1514169608.0,13594667.82,4509719.948
1514169620.0,13594668.32,4509720.706
1514169635.0,13594669.28,4509720.701
1514169646.0,13594669.95,4509720.848999999
1514169660.0,13594670.54,4509720.938999999
1514169671.0,13594671.44,4509721.092
1514169685.0,13594667.83,4509720.9180000005
1514169696.0,13594668.65,4509720.856000001
1514169711.0,13594669.68,4509721.0
1514169725.0,13594670.35,4509721.0819999995
1514169739.0,13594671.24,4509721.364
1514169754.0,13594671.97,4509721.322
1514169767.0,13594669.95,4509722.745
1514169778.0,13594671.66,4509722.563999999
1514169790.0,13594672.71,4509722.841
1514169805.0,13594670.43,4509719.93
1514169819.0,13594670.15,4509720.875
1514169830.0,13594670.32,4509721.41
